dataset,method,repetition,repetition_name,idx,AP50_class1,mAP_class1,average_AP50,average_mAP,AP50_class2,mAP_class2,AP50_class3,mAP_class3,AP50_class4,mAP_class4,AP50_class5,mAP_class5,AP50_class6,mAP_class6
monuseg,deepflash2,2,2,TCGA-EJ-A46H-01A-03-TSC,0.769911527633667,0.4181918203830719,0.769911527633667,0.4181918203830719,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-IZ-8196-01A-01-BS1,0.8209459185600281,0.44557875394821167,0.8209459185600281,0.44557875394821167,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-AO-A0J2-01A-01-BSA,0.6446808576583862,0.3213796019554138,0.6446808576583862,0.3213796019554138,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-A6-6782-01A-01-BS1,0.611829936504364,0.2843022346496582,0.611829936504364,0.2843022346496582,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-ZF-A9R5-01A-01-TS1,0.8869395852088928,0.5109761953353882,0.8869395852088928,0.5109761953353882,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-HC-7209-01A-01-TS1,0.7113401889801025,0.3884258270263672,0.7113401889801025,0.3884258270263672,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-69-7764-01A-01-TS1,0.6890909075737,0.32904189825057983,0.6890909075737,0.32904189825057983,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-44-2665-01B-06-BS6,0.8142695426940918,0.4344204366207123,0.8142695426940918,0.4344204366207123,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-CU-A0YN-01A-02-BSB,0.761613667011261,0.41326218843460083,0.761613667011261,0.41326218843460083,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-GL-6846-01A-01-BS1,0.8147208094596863,0.44009366631507874,0.8147208094596863,0.44009366631507874,,,,,,,,,,
monuseg,deepflash2,2,2,TCGA-2Z-A9J9-01A-01-TS1,0.7380607724189758,0.36450278759002686,0.7380607724189758,0.36450278759002686,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-AC-A2FO-01A-01-TS1,0.6430768966674805,0.26057887077331543,0.6430768966674805,0.26057887077331543,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-HT-8564-01Z-00-DX1,0.7466216087341309,0.346035897731781,0.7466216087341309,0.346035897731781,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-FG-A4MU-01B-01-TS1,0.7407407164573669,0.38555729389190674,0.7407407164573669,0.38555729389190674,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-EJ-A46H-01A-03-TSC,0.7435455918312073,0.3988494873046875,0.7435455918312073,0.3988494873046875,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-IZ-8196-01A-01-BS1,0.8255813717842102,0.4455831050872803,0.8255813717842102,0.4455831050872803,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-AO-A0J2-01A-01-BSA,0.667382001876831,0.31572026014328003,0.667382001876831,0.31572026014328003,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-A6-6782-01A-01-BS1,0.6293578147888184,0.2821972966194153,0.6293578147888184,0.2821972966194153,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-ZF-A9R5-01A-01-TS1,0.852830171585083,0.48473411798477173,0.852830171585083,0.48473411798477173,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-HC-7209-01A-01-TS1,0.7447368502616882,0.38758334517478943,0.7447368502616882,0.38758334517478943,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-69-7764-01A-01-TS1,0.6794425249099731,0.3212611675262451,0.6794425249099731,0.3212611675262451,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-44-2665-01B-06-BS6,0.7997763156890869,0.4103706479072571,0.7997763156890869,0.4103706479072571,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-CU-A0YN-01A-02-BSB,0.7518072128295898,0.4010615944862366,0.7518072128295898,0.4010615944862366,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-GL-6846-01A-01-BS1,0.7980049848556519,0.42780303955078125,0.7980049848556519,0.42780303955078125,,,,,,,,,,
monuseg,deepflash2,3,3,TCGA-2Z-A9J9-01A-01-TS1,0.7116736769676208,0.3471625745296478,0.7116736769676208,0.3471625745296478,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-AC-A2FO-01A-01-TS1,0.5701492428779602,0.21578896045684814,0.5701492428779602,0.21578896045684814,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-HT-8564-01Z-00-DX1,0.5659340620040894,0.26404696702957153,0.5659340620040894,0.26404696702957153,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-FG-A4MU-01B-01-TS1,0.6548042893409729,0.34923142194747925,0.6548042893409729,0.34923142194747925,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-EJ-A46H-01A-03-TSC,0.6580756306648254,0.3653997778892517,0.6580756306648254,0.3653997778892517,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-IZ-8196-01A-01-BS1,0.7488226294517517,0.40384477376937866,0.7488226294517517,0.40384477376937866,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-AO-A0J2-01A-01-BSA,0.6069868803024292,0.3004153370857239,0.6069868803024292,0.3004153370857239,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-A6-6782-01A-01-BS1,0.563973069190979,0.2564951181411743,0.563973069190979,0.2564951181411743,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-ZF-A9R5-01A-01-TS1,0.7350876927375793,0.4187804162502289,0.7350876927375793,0.4187804162502289,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-HC-7209-01A-01-TS1,0.6449275612831116,0.3396718502044678,0.6449275612831116,0.3396718502044678,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-69-7764-01A-01-TS1,0.6351575255393982,0.3080161511898041,0.6351575255393982,0.3080161511898041,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-44-2665-01B-06-BS6,0.6991247534751892,0.3583519458770752,0.6991247534751892,0.3583519458770752,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-CU-A0YN-01A-02-BSB,0.6845238208770752,0.36677083373069763,0.6845238208770752,0.36677083373069763,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-GL-6846-01A-01-BS1,0.6840909123420715,0.3655846416950226,0.6840909123420715,0.3655846416950226,,,,,,,,,,
monuseg,nnunet,1,1,TCGA-2Z-A9J9-01A-01-TS1,0.6195804476737976,0.3046950399875641,0.6195804476737976,0.3046950399875641,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-AC-A2FO-01A-01-TS1,0.5647059082984924,0.2226482331752777,0.5647059082984924,0.2226482331752777,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-HT-8564-01Z-00-DX1,0.6063218116760254,0.28692692518234253,0.6063218116760254,0.28692692518234253,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-FG-A4MU-01B-01-TS1,0.6589285731315613,0.3520417809486389,0.6589285731315613,0.3520417809486389,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-EJ-A46H-01A-03-TSC,0.659246563911438,0.3699130117893219,0.659246563911438,0.3699130117893219,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-IZ-8196-01A-01-BS1,0.7689873576164246,0.4140850603580475,0.7689873576164246,0.4140850603580475,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-AO-A0J2-01A-01-BSA,0.6219780445098877,0.3139442503452301,0.6219780445098877,0.3139442503452301,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-A6-6782-01A-01-BS1,0.5834767818450928,0.26907071471214294,0.5834767818450928,0.26907071471214294,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-ZF-A9R5-01A-01-TS1,0.7420494556427002,0.4270276427268982,0.7420494556427002,0.4270276427268982,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-HC-7209-01A-01-TS1,0.6593673825263977,0.3489944636821747,0.6593673825263977,0.3489944636821747,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-69-7764-01A-01-TS1,0.6442952752113342,0.3186473250389099,0.6442952752113342,0.3186473250389099,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-44-2665-01B-06-BS6,0.681175172328949,0.35654330253601074,0.681175172328949,0.35654330253601074,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-CU-A0YN-01A-02-BSB,0.6941457390785217,0.3761257529258728,0.6941457390785217,0.3761257529258728,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-GL-6846-01A-01-BS1,0.7166276574134827,0.37801557779312134,0.7166276574134827,0.37801557779312134,,,,,,,,,,
monuseg,nnunet,2,2,TCGA-2Z-A9J9-01A-01-TS1,0.6038514375686646,0.3028445541858673,0.6038514375686646,0.3028445541858673,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-AC-A2FO-01A-01-TS1,0.5781710743904114,0.21271014213562012,0.5781710743904114,0.21271014213562012,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-HT-8564-01Z-00-DX1,0.5433070659637451,0.2593171000480652,0.5433070659637451,0.2593171000480652,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-FG-A4MU-01B-01-TS1,0.6495575308799744,0.35018190741539,0.6495575308799744,0.35018190741539,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-EJ-A46H-01A-03-TSC,0.6730104088783264,0.3680723309516907,0.6730104088783264,0.3680723309516907,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-IZ-8196-01A-01-BS1,0.7610062956809998,0.4078741669654846,0.7610062956809998,0.4078741669654846,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-AO-A0J2-01A-01-BSA,0.6143791079521179,0.3067595064640045,0.6143791079521179,0.3067595064640045,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-A6-6782-01A-01-BS1,0.5866209268569946,0.2659132182598114,0.5866209268569946,0.2659132182598114,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-ZF-A9R5-01A-01-TS1,0.7179930806159973,0.41697368025779724,0.7179930806159973,0.41697368025779724,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-HC-7209-01A-01-TS1,0.675544798374176,0.3501751720905304,0.675544798374176,0.3501751720905304,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-69-7764-01A-01-TS1,0.6326194405555725,0.30913519859313965,0.6326194405555725,0.30913519859313965,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-44-2665-01B-06-BS6,0.7208791375160217,0.3664391040802002,0.7208791375160217,0.3664391040802002,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-CU-A0YN-01A-02-BSB,0.706875741481781,0.37605756521224976,0.706875741481781,0.37605756521224976,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-GL-6846-01A-01-BS1,0.6734693646430969,0.35924041271209717,0.6734693646430969,0.35924041271209717,,,,,,,,,,
monuseg,nnunet,3,3,TCGA-2Z-A9J9-01A-01-TS1,0.5961272716522217,0.30010557174682617,0.5961272716522217,0.30010557174682617,,,,,,,,,,
conic,deepflash2,1,1,dpath_8,0.27906978130340576,0.1487542688846588,0.5056219100952148,0.3124443590641022,0.7018393278121948,0.38738590478897095,0.6831169128417969,0.4921666979789734,0.5177664756774902,0.37557363510131836,0.2432432472705841,0.08269516378641129,0.6086956262588501,0.3880903422832489
conic,deepflash2,1,1,dpath_11,0.0,0.0,0.5310950875282288,0.3429616391658783,0.6868131756782532,0.3258734941482544,0.7450000047683716,0.5805550217628479,0.5927272439002991,0.4398101270198822,0.5263158082962036,0.29748597741127014,0.6357142925262451,0.41404518485069275
conic,deepflash2,1,1,dpath_12,0.19108280539512634,0.09777052700519562,0.4884051978588104,0.3004431426525116,0.5152722597122192,0.2378777265548706,0.7540189027786255,0.5490629076957703,0.33907055854797363,0.23445260524749756,0.46483179926872253,0.26175403594970703,0.6661548018455505,0.4217410683631897
conic,deepflash2,1,1,dpath_17,0.0,0.0,0.4440106451511383,0.2863738536834717,0.7128279805183411,0.37574854493141174,0.73209547996521,0.524501621723175,0.4655172526836395,0.34560132026672363,0.1666666716337204,0.10438597202301025,0.5869565010070801,0.368005633354187
conic,deepflash2,1,1,dpath_21,0.0,0.0,0.4281925857067108,0.2776249051094055,0.7395263910293579,0.39113539457321167,0.8191414475440979,0.5871443748474121,0.37755101919174194,0.28441885113716125,0.0,0.0,0.6329365372657776,0.40305081009864807
conic,deepflash2,1,1,dpath_22,0.14173229038715363,0.07355580478906631,0.45252206921577454,0.2869130074977875,0.7835051417350769,0.4494791030883789,0.6664012670516968,0.47270336747169495,0.3348017632961273,0.22509810328483582,0.23076923191547394,0.152747243642807,0.5579227805137634,0.3478944003582001
conic,deepflash2,1,1,dpath_24,,,0.5017026662826538,0.3297201991081238,0.7239436507225037,0.3880646824836731,0.6643258333206177,0.5044814944267273,0.5510948896408081,0.3832273483276367,0.0,0.0,0.5691489577293396,0.37282752990722656
conic,deepflash2,1,1,dpath_31,0.0,0.0,0.3791341781616211,0.2466316819190979,0.6840391159057617,0.3776068687438965,0.71100914478302,0.514055073261261,0.12121212482452393,0.08638401329517365,0.11764705926179886,0.06975723803043365,0.6408977508544922,0.4319869577884674
conic,deepflash2,1,1,dpath_33,0.1756756752729416,0.09848277270793915,0.47914445400238037,0.3159692585468292,0.6856810450553894,0.3718685507774353,0.6918238997459412,0.5063468217849731,0.4677419364452362,0.33159205317497253,0.20000000298023224,0.14000001549720764,0.6539440155029297,0.4475252628326416
conic,deepflash2,1,1,dpath_34,,,0.6189204454421997,0.3999599814414978,0.7253839373588562,0.3716042637825012,0.8082437515258789,0.6292557716369629,0.41558441519737244,0.3065227270126343,0.5,0.25999999046325684,0.6453900933265686,0.4324173331260681
conic,deepflash2,1,1,dpath_40,0.0,0.0,0.4248999059200287,0.26844650506973267,0.7203196287155151,0.3585604131221771,0.7896528244018555,0.5705919861793518,0.45528456568717957,0.31302183866500854,0.0,0.0,0.5841423869132996,0.3685048520565033
conic,deepflash2,1,1,dpath_48,0.24637681245803833,0.1111205592751503,0.4763909876346588,0.27837440371513367,0.6315261125564575,0.3060276210308075,0.6379562020301819,0.47111040353775024,0.36994218826293945,0.2454836368560791,0.3684210479259491,0.17014102637767792,0.6041237115859985,0.3663631081581116
conic,deepflash2,1,1,dpath_52,0.0,0.0,0.39364179968833923,0.25466346740722656,0.6605839133262634,0.29513710737228394,0.5220588445663452,0.39967504143714905,0.5486111044883728,0.38534435629844666,0.0,0.0,0.6305969953536987,0.4478241801261902
conic,deepflash2,1,1,dpath_56,,,0.5243077874183655,0.33022981882095337,0.7017819881439209,0.3990163803100586,0.6682464480400085,0.4943108558654785,0.36090224981307983,0.23212644457817078,,,0.3663003742694855,0.19546553492546082
conic,deepflash2,1,1,dpath_65,0.4526315927505493,0.17518305778503418,0.5388584733009338,0.3329606354236603,0.6718446612358093,0.36044713854789734,0.69140625,0.5324406027793884,0.5142857432365417,0.40952426195144653,0.38461539149284363,0.18000927567481995,0.518367350101471,0.34015950560569763
conic,deepflash2,1,1,glas_11,1.0,0.800000011920929,0.6772255897521973,0.44209858775138855,0.7622047066688538,0.43751540780067444,0.6779661178588867,0.5228880643844604,0.4956521689891815,0.36844921112060547,0.5,0.13750000298023224,0.6275303363800049,0.38623857498168945
conic,deepflash2,1,1,glas_12,0.0,0.0,0.3996502161026001,0.22291159629821777,0.5870967507362366,0.2865357995033264,0.7586891651153564,0.4812639653682709,0.2195121943950653,0.1418517380952835,0.39024388790130615,0.1792575865983963,0.44235923886299133,0.24856050312519073
conic,deepflash2,1,1,glas_16,,,0.4600159525871277,0.27644771337509155,0.545034646987915,0.2606378495693207,0.707317054271698,0.4774099886417389,0.1304347813129425,0.09059420228004456,0.2857142984867096,0.20000000298023224,0.6315789222717285,0.35359659790992737
conic,deepflash2,1,1,glas_18,0.0,0.0,0.34936657547950745,0.21479077637195587,0.7116788029670715,0.40721362829208374,0.5609756112098694,0.3936552405357361,0.0,0.0,,,0.47417840361595154,0.2730850577354431
conic,deepflash2,1,1,glas_29,0.0,0.0,0.4899415075778961,0.3136197030544281,0.7581967115402222,0.402657687664032,0.7195122241973877,0.5347017049789429,0.611940324306488,0.4288111627101898,0.25,0.13611111044883728,0.6000000238418579,0.3794364333152771
conic,deepflash2,1,1,glas_32,0.0,0.0,0.4791083335876465,0.30023932456970215,0.7529069781303406,0.4493090510368347,0.7777777910232544,0.5744861960411072,0.4150943458080292,0.2938951551914215,0.3199999928474426,0.11685460805892944,0.6088709831237793,0.3668908476829529
conic,deepflash2,1,1,glas_41,,,0.5028834342956543,0.3116307854652405,0.7041742205619812,0.3685656189918518,0.6190476417541504,0.4489145874977112,0.0,0.0,,,0.6883116960525513,0.42904290556907654
conic,deepflash2,1,1,glas_45,0.0,0.0,0.4032305181026459,0.23648490011692047,0.6556927561759949,0.35675373673439026,0.7108843326568604,0.49677354097366333,0.1818181872367859,0.10707899183034897,0.4166666567325592,0.22130036354064941,0.4543209969997406,0.23700276017189026
conic,deepflash2,1,1,glas_46,,,0.39368677139282227,0.23008665442466736,0.6000000238418579,0.2811906933784485,0.7363636493682861,0.5314256548881531,0.11764705926179886,0.09346405416727066,0.0,0.0,0.5144230723381042,0.24435286223888397
conic,deepflash2,1,1,glas_51,0.0,0.0,0.29728829860687256,0.17224259674549103,0.5161290168762207,0.24016165733337402,0.707317054271698,0.47684869170188904,0.0,0.0,0.0,0.0,0.5602836608886719,0.3164452016353607
conic,deepflash2,1,1,glas_59,0.0,0.0,0.3408101201057434,0.19978126883506775,0.5658153295516968,0.26467686891555786,0.5882353186607361,0.4575464129447937,0.0,0.0,,,0.550000011920929,0.2766830623149872
conic,deepflash2,1,1,glas_60,0.0,0.0,0.3687402307987213,0.21563541889190674,0.6758104562759399,0.34353673458099365,0.5471698045730591,0.35417506098747253,0.06666667014360428,0.0533333346247673,,,0.5540540814399719,0.32713189721107483
conic,deepflash2,1,1,consep_3,0.0,0.0,0.4819149374961853,0.22471928596496582,,,0.7290322780609131,0.47323164343833923,0.190476194024086,0.1113848090171814,1.0,0.30000001192092896,0.4900662302970886,0.2389800101518631
conic,deepflash2,1,1,consep_6,,,0.46138691902160645,0.2613796293735504,0.621761679649353,0.3457649052143097,0.6067415475845337,0.33268389105796814,0.523809552192688,0.29592785239219666,0.0,0.0,0.5546218752861023,0.3325214982032776
conic,deepflash2,1,1,consep_9,0.25,0.17499999701976776,0.1742788553237915,0.09315598011016846,,,0.0625,0.01875000074505806,0.0,0.0,,,0.38461539149284363,0.1788739264011383
conic,deepflash2,1,1,consep_10,,,0.6777558326721191,0.4333076477050781,0.5211970210075378,0.25824639201164246,0.6129032373428345,0.3698750138282776,1.0,0.7333333492279053,,,0.5769230723381042,0.3717758059501648
conic,deepflash2,1,1,pannuke_2,,,0.34856271743774414,0.20777054131031036,0.6585366129875183,0.37231355905532837,0.2857142984867096,0.22789330780506134,0.0,0.0,,,0.44999998807907104,0.23087532818317413
conic,deepflash2,1,1,pannuke_11,,,0.777512788772583,0.4967784583568573,,,0.7721518874168396,0.5138096213340759,0.7777777910232544,0.5041177272796631,,,0.782608687877655,0.4724079668521881
conic,deepflash2,1,1,pannuke_13,,,0.42296814918518066,0.22091329097747803,0.6081081032752991,0.2799348831176758,0.4871794879436493,0.2771836519241333,0.37142857909202576,0.22878897190093994,0.23076923191547394,0.1178022027015686,0.41735535860061646,0.2008567750453949
conic,deepflash2,1,1,pannuke_15,0.0,0.0,0.2995254695415497,0.15446244180202484,0.5969868302345276,0.28881606459617615,0.3179190754890442,0.14595918357372284,0.4904943108558655,0.24003426730632782,0.0,0.0,0.39175257086753845,0.25196513533592224
conic,deepflash2,1,1,pannuke_20,0.0,0.0,0.5388889312744141,0.2561996281147003,,,0.6000000238418579,0.38589411973953247,1.0,0.3700000047683716,,,0.5555555820465088,0.2689044177532196
conic,deepflash2,1,1,crag_2,0.0,0.0,0.48170241713523865,0.3044966757297516,0.6577698588371277,0.373832643032074,0.7495396137237549,0.5395463705062866,0.465753436088562,0.3391769826412201,0.4000000059604645,0.17344988882541656,0.6171516180038452,0.40097418427467346
conic,deepflash2,1,1,crag_19,0.0,0.0,0.5212083458900452,0.323634535074234,0.6272425055503845,0.30686432123184204,0.663780689239502,0.47928208112716675,0.6107382774353027,0.4344249367713928,0.554347813129425,0.2890205979347229,0.6711409687995911,0.43221545219421387
conic,deepflash2,1,1,crag_22,0.2278480976819992,0.10434778779745102,0.331068217754364,0.20131754875183105,0.7260069847106934,0.4293164312839508,0.5680751204490662,0.39791542291641235,0.03999999910593033,0.019999999552965164,0.0,0.0,0.4244791567325592,0.25632572174072266
conic,deepflash2,1,1,crag_25,0.0,0.0,0.5477303266525269,0.2881227731704712,0.6692073345184326,0.35554039478302,0.625,0.4406256079673767,1.0,0.4000000059604645,,,0.4444444477558136,0.24444782733917236
conic,deepflash2,1,1,crag_27,0.0,0.0,0.5223261713981628,0.3166423738002777,0.6991018056869507,0.3696230351924896,0.4816626012325287,0.351330429315567,0.5075757503509521,0.3550591766834259,0.7272727489471436,0.38268885016441345,0.7183441519737244,0.44115281105041504
conic,deepflash2,1,1,crag_30,0.4375,0.20563502609729767,0.5038824677467346,0.3171082139015198,0.7782056331634521,0.4708832800388336,0.5367761850357056,0.3709273934364319,0.5200573205947876,0.361531138420105,0.1428571492433548,0.11428572237491608,0.607898473739624,0.37938663363456726
conic,deepflash2,1,1,crag_33,0.0,0.0,0.3071117103099823,0.1816444844007492,0.6470397114753723,0.3139382302761078,0.5120000243186951,0.34287410974502563,0.0833333358168602,0.05833333730697632,0.0,0.0,0.6002971529960632,0.3747211694717407
conic,deepflash2,1,1,crag_44,0.24626865983009338,0.1324400007724762,0.3941170275211334,0.23920364677906036,0.6937046051025391,0.3898743987083435,0.4279835522174835,0.2842174470424652,0.40625,0.2642509341239929,0.0,0.0,0.5904954671859741,0.36443907022476196
conic,deepflash2,1,1,crag_48,0.18584071099758148,0.094346784055233,0.483646422624588,0.2606930136680603,0.6511397361755371,0.34489676356315613,0.6091644167900085,0.4147670269012451,0.20930232107639313,0.15184958279132843,0.6000000238418579,0.16285714507102966,0.6464315056800842,0.3954407274723053
conic,deepflash2,1,1,crag_54,0.0,0.0,0.2482549399137497,0.14143230020999908,0.7009493708610535,0.41949400305747986,0.18518517911434174,0.10669586807489395,0.0,0.0,,,0.35514017939567566,0.18097160756587982
conic,deepflash2,1,1,crag_58,0.20000000298023224,0.11636364459991455,0.33048632740974426,0.19910508394241333,0.6782752871513367,0.3955053389072418,0.4464285671710968,0.29299935698509216,0.1666666716337204,0.12775178253650665,0.0,0.0,0.49154746532440186,0.2620103657245636
conic,deepflash2,1,1,crag_64,0.125,0.032346151769161224,0.402826189994812,0.23163290321826935,0.565040647983551,0.28486454486846924,0.6764091849327087,0.45033034682273865,0.2380952388048172,0.16290581226348877,0.1875,0.09335103631019592,0.6249120235443115,0.36599963903427124
conic,deepflash2,2,2,dpath_8,0.23404255509376526,0.12687551975250244,0.4876144826412201,0.3111349642276764,0.7057115435600281,0.3916218876838684,0.6949806809425354,0.5060769319534302,0.5263158082962036,0.3819507956504822,0.15789473056793213,0.0766330361366272,0.6067415475845337,0.3836517930030823
conic,deepflash2,2,2,dpath_11,0.0,0.0,0.5181068778038025,0.33604779839515686,0.6901408433914185,0.32707837224006653,0.7269790172576904,0.5699136257171631,0.5607143044471741,0.42971715331077576,0.5,0.29032960534095764,0.6308068633079529,0.39924806356430054
conic,deepflash2,2,2,dpath_12,0.16326530277729034,0.08384712785482407,0.4817880690097809,0.29819008708000183,0.5074365735054016,0.23822633922100067,0.7676162123680115,0.5602137446403503,0.35728156566619873,0.23931705951690674,0.4384858012199402,0.24830453097820282,0.6566431522369385,0.4192318916320801
conic,deepflash2,2,2,dpath_17,0.0,0.0,0.45194366574287415,0.29104340076446533,0.7063953280448914,0.37282654643058777,0.7532467246055603,0.5386554598808289,0.4711538553237915,0.3510591387748718,0.1764705926179886,0.1039215698838234,0.6043956279754639,0.3797978162765503
conic,deepflash2,2,2,dpath_21,0.0,0.0,0.43102526664733887,0.28016144037246704,0.7305606007575989,0.39153945446014404,0.8130646347999573,0.5867071747779846,0.410526305437088,0.28980568051338196,0.0,0.0,0.6320000290870667,0.4129163324832916
conic,deepflash2,2,2,dpath_22,0.12903225421905518,0.06333287060260773,0.4291415214538574,0.27128279209136963,0.7751824855804443,0.44642043113708496,0.6554364562034607,0.465789794921875,0.2710280418395996,0.1887304186820984,0.1666666716337204,0.11538462340831757,0.5775034427642822,0.34803861379623413
conic,deepflash2,2,2,dpath_24,,,0.5073645710945129,0.33004164695739746,0.7419354915618896,0.39699995517730713,0.6616848111152649,0.4983915388584137,0.5298507213592529,0.36579063534736633,0.0,0.0,0.6033519506454468,0.38902613520622253
conic,deepflash2,2,2,dpath_31,0.0,0.0,0.38036319613456726,0.24820397794246674,0.6846405267715454,0.3886542022228241,0.7345399856567383,0.5163671374320984,0.125,0.08962184935808182,0.08571428805589676,0.05365508794784546,0.6522842645645142,0.44092559814453125
conic,deepflash2,2,2,dpath_33,0.20779220759868622,0.11572359502315521,0.48435521125793457,0.3150444030761719,0.6856810450553894,0.3705211877822876,0.7006269693374634,0.5051513910293579,0.4065040647983551,0.30366259813308716,0.25,0.15000000596046448,0.6555269956588745,0.4452076852321625
conic,deepflash2,2,2,dpath_34,,,0.6130450963973999,0.3971392810344696,0.7218722105026245,0.3722914457321167,0.813829779624939,0.6338722705841064,0.3866666555404663,0.2938264310359955,0.5,0.25,0.6428571343421936,0.4357062876224518
conic,deepflash2,2,2,dpath_40,0.0,0.0,0.4064220190048218,0.25712499022483826,0.7118644118309021,0.3572466969490051,0.7857142686843872,0.5672231912612915,0.347457617521286,0.24766936898231506,0.0,0.0,0.5934959053993225,0.3706105947494507
conic,deepflash2,2,2,dpath_48,0.21052631735801697,0.11143354326486588,0.46662843227386475,0.274808406829834,0.6401209831237793,0.3084264397621155,0.6253520846366882,0.4713311791419983,0.35151514410972595,0.22273409366607666,0.37837839126586914,0.17173810303211212,0.5938775539398193,0.3631870150566101
conic,deepflash2,2,2,dpath_52,0.0,0.0,0.4035358726978302,0.2611723840236664,0.6845018267631531,0.30710312724113464,0.54347825050354,0.4193580746650696,0.5492957830429077,0.38828882575035095,0.0,0.0,0.6439393758773804,0.4522842764854431
conic,deepflash2,2,2,dpath_56,,,0.5187789797782898,0.3269030451774597,0.7102605104446411,0.4040113389492035,0.6490825414657593,0.48301082849502563,0.35606059432029724,0.2307484894990921,,,0.35971224308013916,0.18984149396419525
conic,deepflash2,2,2,dpath_65,0.44415584206581116,0.16686563193798065,0.5417274832725525,0.33308351039886475,0.6819066405296326,0.36776015162467957,0.6801541447639465,0.5198379755020142,0.5481481552124023,0.4176000952720642,0.36000001430511475,0.16887816786766052,0.5360000133514404,0.3575591444969177
conic,deepflash2,2,2,glas_11,1.0,0.699999988079071,0.6973658204078674,0.43041467666625977,0.7666666507720947,0.44214582443237305,0.6916666626930237,0.5256662964820862,0.5258620977401733,0.3771994113922119,0.6000000238418579,0.1600000113248825,0.6000000238418579,0.37747639417648315
conic,deepflash2,2,2,glas_12,0.0,0.0,0.389627069234848,0.21561308205127716,0.5820512771606445,0.28572869300842285,0.7443461418151855,0.472189724445343,0.1538461595773697,0.10419581085443497,0.4285714328289032,0.19017371535301208,0.4289473593235016,0.2413906306028366
conic,deepflash2,2,2,glas_16,,,0.48714494705200195,0.30234548449516296,0.5717647075653076,0.27294257283210754,0.7037037014961243,0.46346646547317505,0.25,0.1923913061618805,0.3333333432674408,0.24761906266212463,0.5769230723381042,0.3353080451488495
