idx,dataset,method,repetition,repetition_name,mean_average_precision,average_precision_at_iou_50,expert_min,expert_mean,expert_max,expert_comparison
1385,PV_in_HC,deepflash2_random,2,2,0.675,0.75,0.6166666746139526,0.7913333296775817,0.9199999570846558,in expert range
1385,PV_in_HC,deepflash2_random,3,3,0.675,0.75,0.6166666746139526,0.7913333296775817,0.9199999570846558,in expert range
1418,PV_in_HC,deepflash2_random,1,1,0.6702465,0.92105263,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1418,PV_in_HC,deepflash2_random,2,2,0.66834223,0.92105263,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1418,PV_in_HC,deepflash2_random,3,3,0.6545868,0.8974359,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1444,PV_in_HC,deepflash2_random,1,1,0.7158643,0.95238096,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1444,PV_in_HC,deepflash2_random,2,2,0.7199159,0.90909094,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1444,PV_in_HC,deepflash2_random,3,3,0.70969915,0.90909094,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1582,PV_in_HC,deepflash2_random,1,1,0.64593995,0.92,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1582,PV_in_HC,deepflash2_random,2,2,0.64251626,0.92,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1582,PV_in_HC,deepflash2_random,3,3,0.6747011,0.92,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1599,PV_in_HC,deepflash2_random,1,1,0.6544352,0.9047619,0.6471375226974487,0.6920498967170715,0.7567505836486816,in expert range
1599,PV_in_HC,deepflash2_random,2,2,0.64571726,0.9047619,0.6471375226974487,0.6920498967170715,0.7567505836486816,below worst expert
1599,PV_in_HC,deepflash2_random,3,3,0.6662792,0.9047619,0.6471375226974487,0.6920498967170715,0.7567505836486816,in expert range
1237,PV_in_HC,deepflash2,1,1,0.61385286,0.71428573,0.5625,0.7901984214782715,0.9428571462631226,in expert range
1237,PV_in_HC,deepflash2,2,2,0.6976191,0.8333333,0.5625,0.7901984214782715,0.9428571462631226,in expert range
1237,PV_in_HC,deepflash2,3,3,0.6214286,0.71428573,0.5625,0.7901984214782715,0.9428571462631226,in expert range
1283,PV_in_HC,deepflash2,1,1,0.46519485,0.6,0.3907308280467987,0.5018249750137329,0.6097727417945862,in expert range
1283,PV_in_HC,deepflash2,2,2,0.46519485,0.6,0.3907308280467987,0.5018249750137329,0.6097727417945862,in expert range
1283,PV_in_HC,deepflash2,3,3,0.46519485,0.6,0.3907308280467987,0.5018249750137329,0.6097727417945862,in expert range
1377,PV_in_HC,deepflash2,1,1,0.64720434,0.88235295,0.5100749731063843,0.6450718998908996,0.7491787075996399,in expert range
1377,PV_in_HC,deepflash2,2,2,0.6620573,0.93939394,0.5100749731063843,0.6450718998908996,0.7491787075996399,in expert range
1377,PV_in_HC,deepflash2,3,3,0.66109097,0.85294116,0.5100749731063843,0.6450718998908996,0.7491787075996399,in expert range
1385,PV_in_HC,deepflash2,1,1,0.9,1.0,0.6166666746139526,0.7913333296775817,0.9199999570846558,in expert range
1385,PV_in_HC,deepflash2,2,2,0.9,1.0,0.6166666746139526,0.7913333296775817,0.9199999570846558,in expert range
1385,PV_in_HC,deepflash2,3,3,0.675,0.75,0.6166666746139526,0.7913333296775817,0.9199999570846558,in expert range
1418,PV_in_HC,deepflash2,1,1,0.7464579,0.9459459,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1418,PV_in_HC,deepflash2,2,2,0.7408315,0.9459459,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1418,PV_in_HC,deepflash2,3,3,0.73769563,0.9459459,0.6315997242927551,0.7157982587814331,0.788036048412323,in expert range
1444,PV_in_HC,deepflash2,1,1,0.7840075,0.95238096,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1444,PV_in_HC,deepflash2,2,2,0.7964843,0.95238096,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1444,PV_in_HC,deepflash2,3,3,0.7890568,0.95238096,0.5321488976478577,0.7330443859100342,0.8920634388923645,in expert range
1582,PV_in_HC,deepflash2,1,1,0.71243393,0.88,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1582,PV_in_HC,deepflash2,2,2,0.7414209,0.9166667,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1582,PV_in_HC,deepflash2,3,3,0.7377625,0.9583333,0.6227884888648987,0.696508276462555,0.7572388052940369,in expert range
1599,PV_in_HC,deepflash2,1,1,0.65505093,0.8181818,0.6471375226974487,0.6920498967170715,0.7567505836486816,in expert range
1599,PV_in_HC,deepflash2,2,2,0.6670937,0.85714287,0.6471375226974487,0.6920498967170715,0.7567505836486816,in expert range
1599,PV_in_HC,deepflash2,3,3,0.66229564,0.95238096,0.6471375226974487,0.6920498967170715,0.7567505836486816,in expert range
1237,cFOS_in_HC,cellpose,1,cyto2,0.1810451,0.28846154,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
1237,cFOS_in_HC,cellpose,2,cyto2,0.1810451,0.28846154,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
1237,cFOS_in_HC,cellpose,3,cyto2,0.1810451,0.28846154,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
