dataset,method,repetition,repetition_name,idx,threshold,average_precision
PV_in_HC,nnunet,3,3,1599,0.75,0.72727275
PV_in_HC,nnunet,3,3,1599,0.8,0.72727275
PV_in_HC,nnunet,3,3,1599,0.85,0.5833333
PV_in_HC,nnunet,3,3,1599,0.8999999999999999,0.4074074
PV_in_HC,nnunet,3,3,1599,0.95,0.027027028
PV_in_HC,deepflash2_random,1,1,1237,0.5,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.55,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.6,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.65,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.7,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.75,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.8,0.8333333
PV_in_HC,deepflash2_random,1,1,1237,0.85,0.375
PV_in_HC,deepflash2_random,1,1,1237,0.8999999999999999,0.22222222
PV_in_HC,deepflash2_random,1,1,1237,0.95,0.0
PV_in_HC,deepflash2_random,1,1,1283,0.5,0.375
PV_in_HC,deepflash2_random,1,1,1283,0.55,0.375
PV_in_HC,deepflash2_random,1,1,1283,0.6,0.375
PV_in_HC,deepflash2_random,1,1,1283,0.65,0.375
PV_in_HC,deepflash2_random,1,1,1283,0.7,0.375
PV_in_HC,deepflash2_random,1,1,1283,0.75,0.29411766
PV_in_HC,deepflash2_random,1,1,1283,0.8,0.22222222
PV_in_HC,deepflash2_random,1,1,1283,0.85,0.22222222
PV_in_HC,deepflash2_random,1,1,1283,0.8999999999999999,0.15789473
PV_in_HC,deepflash2_random,1,1,1283,0.95,0.0
PV_in_HC,deepflash2_random,1,1,1377,0.5,0.82857144
PV_in_HC,deepflash2_random,1,1,1377,0.55,0.82857144
PV_in_HC,deepflash2_random,1,1,1377,0.6,0.82857144
PV_in_HC,deepflash2_random,1,1,1377,0.65,0.7297297
PV_in_HC,deepflash2_random,1,1,1377,0.7,0.68421054
PV_in_HC,deepflash2_random,1,1,1377,0.75,0.6
PV_in_HC,deepflash2_random,1,1,1377,0.8,0.4883721
PV_in_HC,deepflash2_random,1,1,1377,0.85,0.3617021
PV_in_HC,deepflash2_random,1,1,1377,0.8999999999999999,0.14285715
PV_in_HC,deepflash2_random,1,1,1377,0.95,0.0
PV_in_HC,deepflash2_random,1,1,1385,0.5,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.55,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.6,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.65,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.7,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.75,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.8,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.85,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.8999999999999999,0.75
PV_in_HC,deepflash2_random,1,1,1385,0.95,0.0
PV_in_HC,deepflash2_random,1,1,1418,0.5,0.92105263
PV_in_HC,deepflash2_random,1,1,1418,0.55,0.92105263
PV_in_HC,deepflash2_random,1,1,1418,0.6,0.825
PV_in_HC,deepflash2_random,1,1,1418,0.65,0.825
PV_in_HC,deepflash2_random,1,1,1418,0.7,0.825
PV_in_HC,deepflash2_random,1,1,1418,0.75,0.7804878
PV_in_HC,deepflash2_random,1,1,1418,0.8,0.65909094
PV_in_HC,deepflash2_random,1,1,1418,0.85,0.62222224
PV_in_HC,deepflash2_random,1,1,1418,0.8999999999999999,0.28070176
PV_in_HC,deepflash2_random,1,1,1418,0.95,0.042857144
PV_in_HC,deepflash2_random,1,1,1444,0.5,0.95238096
PV_in_HC,deepflash2_random,1,1,1444,0.55,0.95238096
PV_in_HC,deepflash2_random,1,1,1444,0.6,0.95238096
PV_in_HC,deepflash2_random,1,1,1444,0.65,0.95238096
PV_in_HC,deepflash2_random,1,1,1444,0.7,0.95238096
PV_in_HC,deepflash2_random,1,1,1444,0.75,0.8636364
PV_in_HC,deepflash2_random,1,1,1444,0.8,0.7083333
PV_in_HC,deepflash2_random,1,1,1444,0.85,0.5185185
PV_in_HC,deepflash2_random,1,1,1444,0.8999999999999999,0.28125
PV_in_HC,deepflash2_random,1,1,1444,0.95,0.025
PV_in_HC,deepflash2_random,1,1,1582,0.5,0.92
PV_in_HC,deepflash2_random,1,1,1582,0.55,0.92
PV_in_HC,deepflash2_random,1,1,1582,0.6,0.92
PV_in_HC,deepflash2_random,1,1,1582,0.65,0.84615386
PV_in_HC,deepflash2_random,1,1,1582,0.7,0.7777778
PV_in_HC,deepflash2_random,1,1,1582,0.75,0.71428573
PV_in_HC,deepflash2_random,1,1,1582,0.8,0.6
PV_in_HC,deepflash2_random,1,1,1582,0.85,0.45454547
PV_in_HC,deepflash2_random,1,1,1582,0.8999999999999999,0.2631579
PV_in_HC,deepflash2_random,1,1,1582,0.95,0.04347826
PV_in_HC,deepflash2_random,1,1,1599,0.5,0.9047619
PV_in_HC,deepflash2_random,1,1,1599,0.55,0.9047619
PV_in_HC,deepflash2_random,1,1,1599,0.6,0.9047619
PV_in_HC,deepflash2_random,1,1,1599,0.65,0.9047619
PV_in_HC,deepflash2_random,1,1,1599,0.7,0.8181818
PV_in_HC,deepflash2_random,1,1,1599,0.75,0.6666667
PV_in_HC,deepflash2_random,1,1,1599,0.8,0.6
PV_in_HC,deepflash2_random,1,1,1599,0.85,0.4814815
PV_in_HC,deepflash2_random,1,1,1599,0.8999999999999999,0.33333334
PV_in_HC,deepflash2_random,1,1,1599,0.95,0.025641026
PV_in_HC,deepflash2_random,2,2,1237,0.5,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.55,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.6,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.65,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.7,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.75,0.8333333
PV_in_HC,deepflash2_random,2,2,1237,0.8,0.5714286
PV_in_HC,deepflash2_random,2,2,1237,0.85,0.375
PV_in_HC,deepflash2_random,2,2,1237,0.8999999999999999,0.22222222
PV_in_HC,deepflash2_random,2,2,1237,0.95,0.0
PV_in_HC,deepflash2_random,2,2,1283,0.5,0.3529412
PV_in_HC,deepflash2_random,2,2,1283,0.55,0.3529412
PV_in_HC,deepflash2_random,2,2,1283,0.6,0.3529412
PV_in_HC,deepflash2_random,2,2,1283,0.65,0.3529412
PV_in_HC,deepflash2_random,2,2,1283,0.7,0.3529412
PV_in_HC,deepflash2_random,2,2,1283,0.75,0.2777778
PV_in_HC,deepflash2_random,2,2,1283,0.8,0.21052632
PV_in_HC,deepflash2_random,2,2,1283,0.85,0.15
PV_in_HC,deepflash2_random,2,2,1283,0.8999999999999999,0.15
PV_in_HC,deepflash2_random,2,2,1283,0.95,0.0
PV_in_HC,deepflash2_random,2,2,1377,0.5,0.85294116
PV_in_HC,deepflash2_random,2,2,1377,0.55,0.85294116
PV_in_HC,deepflash2_random,2,2,1377,0.6,0.85294116
PV_in_HC,deepflash2_random,2,2,1377,0.65,0.8
PV_in_HC,deepflash2_random,2,2,1377,0.7,0.75
PV_in_HC,deepflash2_random,2,2,1377,0.75,0.61538464
PV_in_HC,deepflash2_random,2,2,1377,0.8,0.5
PV_in_HC,deepflash2_random,2,2,1377,0.85,0.4
PV_in_HC,deepflash2_random,2,2,1377,0.8999999999999999,0.14545454
PV_in_HC,deepflash2_random,2,2,1377,0.95,0.0
PV_in_HC,deepflash2_random,2,2,1385,0.5,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.55,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.6,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.65,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.7,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.75,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.8,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.85,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.8999999999999999,0.75
PV_in_HC,deepflash2_random,2,2,1385,0.95,0.0
PV_in_HC,deepflash2_random,2,2,1418,0.5,0.92105263
PV_in_HC,deepflash2_random,2,2,1418,0.55,0.92105263
PV_in_HC,deepflash2_random,2,2,1418,0.6,0.8717949
PV_in_HC,deepflash2_random,2,2,1418,0.65,0.825
PV_in_HC,deepflash2_random,2,2,1418,0.7,0.825
PV_in_HC,deepflash2_random,2,2,1418,0.75,0.7804878
PV_in_HC,deepflash2_random,2,2,1418,0.8,0.62222224
PV_in_HC,deepflash2_random,2,2,1418,0.85,0.62222224
PV_in_HC,deepflash2_random,2,2,1418,0.8999999999999999,0.28070176
PV_in_HC,deepflash2_random,2,2,1418,0.95,0.013888889
PV_in_HC,deepflash2_random,2,2,1444,0.5,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.55,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.6,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.65,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.7,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.75,0.90909094
PV_in_HC,deepflash2_random,2,2,1444,0.8,0.75
PV_in_HC,deepflash2_random,2,2,1444,0.85,0.61538464
PV_in_HC,deepflash2_random,2,2,1444,0.8999999999999999,0.3548387
PV_in_HC,deepflash2_random,2,2,1444,0.95,0.024390243
PV_in_HC,deepflash2_random,2,2,1582,0.5,0.92
PV_in_HC,deepflash2_random,2,2,1582,0.55,0.92
PV_in_HC,deepflash2_random,2,2,1582,0.6,0.92
PV_in_HC,deepflash2_random,2,2,1582,0.65,0.7777778
PV_in_HC,deepflash2_random,2,2,1582,0.7,0.7777778
PV_in_HC,deepflash2_random,2,2,1582,0.75,0.71428573
PV_in_HC,deepflash2_random,2,2,1582,0.8,0.6
PV_in_HC,deepflash2_random,2,2,1582,0.85,0.45454547
PV_in_HC,deepflash2_random,2,2,1582,0.8999999999999999,0.2972973
PV_in_HC,deepflash2_random,2,2,1582,0.95,0.04347826
PV_in_HC,deepflash2_random,2,2,1599,0.5,0.9047619
PV_in_HC,deepflash2_random,2,2,1599,0.55,0.9047619
PV_in_HC,deepflash2_random,2,2,1599,0.6,0.9047619
PV_in_HC,deepflash2_random,2,2,1599,0.65,0.9047619
PV_in_HC,deepflash2_random,2,2,1599,0.7,0.8181818
PV_in_HC,deepflash2_random,2,2,1599,0.75,0.6666667
PV_in_HC,deepflash2_random,2,2,1599,0.8,0.53846157
PV_in_HC,deepflash2_random,2,2,1599,0.85,0.4814815
PV_in_HC,deepflash2_random,2,2,1599,0.8999999999999999,0.33333334
PV_in_HC,deepflash2_random,2,2,1599,0.95,0.0
PV_in_HC,deepflash2_random,3,3,1237,0.5,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.55,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.6,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.65,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.7,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.75,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.8,0.8333333
PV_in_HC,deepflash2_random,3,3,1237,0.85,0.375
PV_in_HC,deepflash2_random,3,3,1237,0.8999999999999999,0.22222222
PV_in_HC,deepflash2_random,3,3,1237,0.95,0.0
PV_in_HC,deepflash2_random,3,3,1283,0.5,0.42857143
PV_in_HC,deepflash2_random,3,3,1283,0.55,0.42857143
PV_in_HC,deepflash2_random,3,3,1283,0.6,0.42857143
PV_in_HC,deepflash2_random,3,3,1283,0.65,0.42857143
PV_in_HC,deepflash2_random,3,3,1283,0.7,0.33333334
PV_in_HC,deepflash2_random,3,3,1283,0.75,0.33333334
PV_in_HC,deepflash2_random,3,3,1283,0.8,0.25
PV_in_HC,deepflash2_random,3,3,1283,0.85,0.25
PV_in_HC,deepflash2_random,3,3,1283,0.8999999999999999,0.1764706
PV_in_HC,deepflash2_random,3,3,1283,0.95,0.0
PV_in_HC,deepflash2_random,3,3,1377,0.5,0.88235295
PV_in_HC,deepflash2_random,3,3,1377,0.55,0.88235295
PV_in_HC,deepflash2_random,3,3,1377,0.6,0.88235295
PV_in_HC,deepflash2_random,3,3,1377,0.65,0.7777778
PV_in_HC,deepflash2_random,3,3,1377,0.7,0.7297297
PV_in_HC,deepflash2_random,3,3,1377,0.75,0.68421054
PV_in_HC,deepflash2_random,3,3,1377,0.8,0.4883721
PV_in_HC,deepflash2_random,3,3,1377,0.85,0.39130434
PV_in_HC,deepflash2_random,3,3,1377,0.8999999999999999,0.16363636
PV_in_HC,deepflash2_random,3,3,1377,0.95,0.0
PV_in_HC,deepflash2_random,3,3,1385,0.5,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.55,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.6,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.65,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.7,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.75,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.8,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.85,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.8999999999999999,0.75
PV_in_HC,deepflash2_random,3,3,1385,0.95,0.0
PV_in_HC,deepflash2_random,3,3,1418,0.5,0.8974359
PV_in_HC,deepflash2_random,3,3,1418,0.55,0.8974359
PV_in_HC,deepflash2_random,3,3,1418,0.6,0.85
PV_in_HC,deepflash2_random,3,3,1418,0.65,0.80487806
PV_in_HC,deepflash2_random,3,3,1418,0.7,0.80487806
PV_in_HC,deepflash2_random,3,3,1418,0.75,0.7619048
PV_in_HC,deepflash2_random,3,3,1418,0.8,0.6086956
PV_in_HC,deepflash2_random,3,3,1418,0.85,0.6086956
PV_in_HC,deepflash2_random,3,3,1418,0.8999999999999999,0.2982456
PV_in_HC,deepflash2_random,3,3,1418,0.95,0.01369863
PV_in_HC,deepflash2_random,3,3,1444,0.5,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.55,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.6,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.65,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.7,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.75,0.90909094
PV_in_HC,deepflash2_random,3,3,1444,0.8,0.75
PV_in_HC,deepflash2_random,3,3,1444,0.85,0.5555556
PV_in_HC,deepflash2_random,3,3,1444,0.8999999999999999,0.3125
PV_in_HC,deepflash2_random,3,3,1444,0.95,0.024390243
PV_in_HC,deepflash2_random,3,3,1582,0.5,0.92
PV_in_HC,deepflash2_random,3,3,1582,0.55,0.92
PV_in_HC,deepflash2_random,3,3,1582,0.6,0.92
PV_in_HC,deepflash2_random,3,3,1582,0.65,0.92
PV_in_HC,deepflash2_random,3,3,1582,0.7,0.84615386
PV_in_HC,deepflash2_random,3,3,1582,0.75,0.7777778
PV_in_HC,deepflash2_random,3,3,1582,0.8,0.71428573
PV_in_HC,deepflash2_random,3,3,1582,0.85,0.45454547
PV_in_HC,deepflash2_random,3,3,1582,0.8999999999999999,0.23076923
PV_in_HC,deepflash2_random,3,3,1582,0.95,0.04347826
PV_in_HC,deepflash2_random,3,3,1599,0.5,0.9047619
PV_in_HC,deepflash2_random,3,3,1599,0.55,0.9047619
PV_in_HC,deepflash2_random,3,3,1599,0.6,0.9047619
PV_in_HC,deepflash2_random,3,3,1599,0.65,0.9047619
PV_in_HC,deepflash2_random,3,3,1599,0.7,0.8181818
PV_in_HC,deepflash2_random,3,3,1599,0.75,0.73913044
PV_in_HC,deepflash2_random,3,3,1599,0.8,0.6
PV_in_HC,deepflash2_random,3,3,1599,0.85,0.4814815
PV_in_HC,deepflash2_random,3,3,1599,0.8999999999999999,0.37931034
PV_in_HC,deepflash2_random,3,3,1599,0.95,0.025641026
PV_in_HC,deepflash2,1,1,1237,0.5,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.55,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.6,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.65,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.7,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.75,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.8,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.85,0.71428573
PV_in_HC,deepflash2,1,1,1237,0.8999999999999999,0.33333334
PV_in_HC,deepflash2,1,1,1237,0.95,0.09090909
PV_in_HC,deepflash2,1,1,1283,0.5,0.6
PV_in_HC,deepflash2,1,1,1283,0.55,0.6
PV_in_HC,deepflash2,1,1,1283,0.6,0.6
PV_in_HC,deepflash2,1,1,1283,0.65,0.6
PV_in_HC,deepflash2,1,1,1283,0.7,0.6
PV_in_HC,deepflash2,1,1,1283,0.75,0.6
PV_in_HC,deepflash2,1,1,1283,0.8,0.45454547
PV_in_HC,deepflash2,1,1,1283,0.85,0.45454547
PV_in_HC,deepflash2,1,1,1283,0.8999999999999999,0.14285715
PV_in_HC,deepflash2,1,1,1283,0.95,0.0
PV_in_HC,deepflash2,1,1,1377,0.5,0.88235295
PV_in_HC,deepflash2,1,1,1377,0.55,0.82857144
PV_in_HC,deepflash2,1,1,1377,0.6,0.82857144
PV_in_HC,deepflash2,1,1,1377,0.65,0.82857144
PV_in_HC,deepflash2,1,1,1377,0.7,0.7777778
PV_in_HC,deepflash2,1,1,1377,0.75,0.7297297
PV_in_HC,deepflash2,1,1,1377,0.8,0.68421054
PV_in_HC,deepflash2,1,1,1377,0.85,0.6
PV_in_HC,deepflash2,1,1,1377,0.8999999999999999,0.28
PV_in_HC,deepflash2,1,1,1377,0.95,0.032258064
PV_in_HC,deepflash2,1,1,1385,0.5,1.0
PV_in_HC,deepflash2,1,1,1385,0.55,1.0
PV_in_HC,deepflash2,1,1,1385,0.6,1.0
PV_in_HC,deepflash2,1,1,1385,0.65,1.0
PV_in_HC,deepflash2,1,1,1385,0.7,1.0
PV_in_HC,deepflash2,1,1,1385,0.75,1.0
PV_in_HC,deepflash2,1,1,1385,0.8,1.0
PV_in_HC,deepflash2,1,1,1385,0.85,1.0
PV_in_HC,deepflash2,1,1,1385,0.8999999999999999,1.0
PV_in_HC,deepflash2,1,1,1385,0.95,0.0
PV_in_HC,deepflash2,1,1,1418,0.5,0.9459459
PV_in_HC,deepflash2,1,1,1418,0.55,0.9459459
PV_in_HC,deepflash2,1,1,1418,0.6,0.9459459
PV_in_HC,deepflash2,1,1,1418,0.65,0.8947368
PV_in_HC,deepflash2,1,1,1418,0.7,0.8947368
PV_in_HC,deepflash2,1,1,1418,0.75,0.8
PV_in_HC,deepflash2,1,1,1418,0.8,0.71428573
PV_in_HC,deepflash2,1,1,1418,0.85,0.71428573
PV_in_HC,deepflash2,1,1,1418,0.8999999999999999,0.5652174
PV_in_HC,deepflash2,1,1,1418,0.95,0.04347826
PV_in_HC,deepflash2,1,1,1444,0.5,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.55,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.6,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.65,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.7,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.75,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.8,0.95238096
PV_in_HC,deepflash2,1,1,1444,0.85,0.7083333
PV_in_HC,deepflash2,1,1,1444,0.8999999999999999,0.41379312
PV_in_HC,deepflash2,1,1,1444,0.95,0.051282052
PV_in_HC,deepflash2,1,1,1582,0.5,0.88
PV_in_HC,deepflash2,1,1,1582,0.55,0.88
PV_in_HC,deepflash2,1,1,1582,0.6,0.88
PV_in_HC,deepflash2,1,1,1582,0.65,0.88
PV_in_HC,deepflash2,1,1,1582,0.7,0.88
PV_in_HC,deepflash2,1,1,1582,0.75,0.88
PV_in_HC,deepflash2,1,1,1582,0.8,0.7407407
PV_in_HC,deepflash2,1,1,1582,0.85,0.56666666
PV_in_HC,deepflash2,1,1,1582,0.8999999999999999,0.46875
PV_in_HC,deepflash2,1,1,1582,0.95,0.06818182
PV_in_HC,deepflash2,1,1,1599,0.5,0.8181818
PV_in_HC,deepflash2,1,1,1599,0.55,0.8181818
PV_in_HC,deepflash2,1,1,1599,0.6,0.8181818
PV_in_HC,deepflash2,1,1,1599,0.65,0.8181818
PV_in_HC,deepflash2,1,1,1599,0.7,0.73913044
PV_in_HC,deepflash2,1,1,1599,0.75,0.73913044
PV_in_HC,deepflash2,1,1,1599,0.8,0.73913044
PV_in_HC,deepflash2,1,1,1599,0.85,0.6
PV_in_HC,deepflash2,1,1,1599,0.8999999999999999,0.37931034
PV_in_HC,deepflash2,1,1,1599,0.95,0.08108108
PV_in_HC,deepflash2,2,2,1237,0.5,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.55,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.6,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.65,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.7,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.75,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.8,0.8333333
PV_in_HC,deepflash2,2,2,1237,0.85,0.5714286
PV_in_HC,deepflash2,2,2,1237,0.8999999999999999,0.5714286
PV_in_HC,deepflash2,2,2,1237,0.95,0.0
PV_in_HC,deepflash2,2,2,1283,0.5,0.6
PV_in_HC,deepflash2,2,2,1283,0.55,0.6
PV_in_HC,deepflash2,2,2,1283,0.6,0.6
PV_in_HC,deepflash2,2,2,1283,0.65,0.6
PV_in_HC,deepflash2,2,2,1283,0.7,0.6
PV_in_HC,deepflash2,2,2,1283,0.75,0.6
PV_in_HC,deepflash2,2,2,1283,0.8,0.45454547
PV_in_HC,deepflash2,2,2,1283,0.85,0.45454547
PV_in_HC,deepflash2,2,2,1283,0.8999999999999999,0.14285715
PV_in_HC,deepflash2,2,2,1283,0.95,0.0
PV_in_HC,deepflash2,2,2,1377,0.5,0.93939394
PV_in_HC,deepflash2,2,2,1377,0.55,0.88235295
PV_in_HC,deepflash2,2,2,1377,0.6,0.88235295
PV_in_HC,deepflash2,2,2,1377,0.65,0.82857144
PV_in_HC,deepflash2,2,2,1377,0.7,0.7777778
PV_in_HC,deepflash2,2,2,1377,0.75,0.7777778
PV_in_HC,deepflash2,2,2,1377,0.8,0.68421054
PV_in_HC,deepflash2,2,2,1377,0.85,0.5609756
PV_in_HC,deepflash2,2,2,1377,0.8999999999999999,0.25490198
PV_in_HC,deepflash2,2,2,1377,0.95,0.032258064
PV_in_HC,deepflash2,2,2,1385,0.5,1.0
PV_in_HC,deepflash2,2,2,1385,0.55,1.0
PV_in_HC,deepflash2,2,2,1385,0.6,1.0
PV_in_HC,deepflash2,2,2,1385,0.65,1.0
PV_in_HC,deepflash2,2,2,1385,0.7,1.0
PV_in_HC,deepflash2,2,2,1385,0.75,1.0
PV_in_HC,deepflash2,2,2,1385,0.8,1.0
PV_in_HC,deepflash2,2,2,1385,0.85,1.0
PV_in_HC,deepflash2,2,2,1385,0.8999999999999999,1.0
PV_in_HC,deepflash2,2,2,1385,0.95,0.0
PV_in_HC,deepflash2,2,2,1418,0.5,0.9459459
PV_in_HC,deepflash2,2,2,1418,0.55,0.8947368
PV_in_HC,deepflash2,2,2,1418,0.6,0.8947368
PV_in_HC,deepflash2,2,2,1418,0.65,0.8947368
PV_in_HC,deepflash2,2,2,1418,0.7,0.8947368
PV_in_HC,deepflash2,2,2,1418,0.75,0.84615386
PV_in_HC,deepflash2,2,2,1418,0.8,0.71428573
PV_in_HC,deepflash2,2,2,1418,0.85,0.71428573
PV_in_HC,deepflash2,2,2,1418,0.8999999999999999,0.5652174
PV_in_HC,deepflash2,2,2,1418,0.95,0.04347826
PV_in_HC,deepflash2,2,2,1444,0.5,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.55,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.6,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.65,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.7,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.75,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.8,0.95238096
PV_in_HC,deepflash2,2,2,1444,0.85,0.7826087
PV_in_HC,deepflash2,2,2,1444,0.8999999999999999,0.4642857
PV_in_HC,deepflash2,2,2,1444,0.95,0.051282052
PV_in_HC,deepflash2,2,2,1582,0.5,0.9166667
PV_in_HC,deepflash2,2,2,1582,0.55,0.9166667
PV_in_HC,deepflash2,2,2,1582,0.6,0.9166667
PV_in_HC,deepflash2,2,2,1582,0.65,0.9166667
PV_in_HC,deepflash2,2,2,1582,0.7,0.9166667
PV_in_HC,deepflash2,2,2,1582,0.75,0.84
PV_in_HC,deepflash2,2,2,1582,0.8,0.7692308
PV_in_HC,deepflash2,2,2,1582,0.85,0.64285713
PV_in_HC,deepflash2,2,2,1582,0.8999999999999999,0.53333336
PV_in_HC,deepflash2,2,2,1582,0.95,0.045454547
PV_in_HC,deepflash2,2,2,1599,0.5,0.85714287
PV_in_HC,deepflash2,2,2,1599,0.55,0.85714287
PV_in_HC,deepflash2,2,2,1599,0.6,0.85714287
PV_in_HC,deepflash2,2,2,1599,0.65,0.85714287
PV_in_HC,deepflash2,2,2,1599,0.7,0.77272725
PV_in_HC,deepflash2,2,2,1599,0.75,0.77272725
PV_in_HC,deepflash2,2,2,1599,0.8,0.625
PV_in_HC,deepflash2,2,2,1599,0.85,0.625
PV_in_HC,deepflash2,2,2,1599,0.8999999999999999,0.39285713
PV_in_HC,deepflash2,2,2,1599,0.95,0.054054055
PV_in_HC,deepflash2,3,3,1237,0.5,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.55,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.6,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.65,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.7,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.75,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.8,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.85,0.71428573
PV_in_HC,deepflash2,3,3,1237,0.8999999999999999,0.5
PV_in_HC,deepflash2,3,3,1237,0.95,0.0
PV_in_HC,deepflash2,3,3,1283,0.5,0.6
PV_in_HC,deepflash2,3,3,1283,0.55,0.6
PV_in_HC,deepflash2,3,3,1283,0.6,0.6
PV_in_HC,deepflash2,3,3,1283,0.65,0.6
PV_in_HC,deepflash2,3,3,1283,0.7,0.6
PV_in_HC,deepflash2,3,3,1283,0.75,0.6
PV_in_HC,deepflash2,3,3,1283,0.8,0.45454547
PV_in_HC,deepflash2,3,3,1283,0.85,0.45454547
PV_in_HC,deepflash2,3,3,1283,0.8999999999999999,0.14285715
PV_in_HC,deepflash2,3,3,1283,0.95,0.0
PV_in_HC,deepflash2,3,3,1377,0.5,0.85294116
PV_in_HC,deepflash2,3,3,1377,0.55,0.85294116
PV_in_HC,deepflash2,3,3,1377,0.6,0.85294116
PV_in_HC,deepflash2,3,3,1377,0.65,0.85294116
PV_in_HC,deepflash2,3,3,1377,0.7,0.85294116
PV_in_HC,deepflash2,3,3,1377,0.75,0.75
PV_in_HC,deepflash2,3,3,1377,0.8,0.7027027
PV_in_HC,deepflash2,3,3,1377,0.85,0.575
PV_in_HC,deepflash2,3,3,1377,0.8999999999999999,0.2857143
PV_in_HC,deepflash2,3,3,1377,0.95,0.032786883
PV_in_HC,deepflash2,3,3,1385,0.5,0.75
PV_in_HC,deepflash2,3,3,1385,0.55,0.75
