method,file,subset,exp,dice_score,mean_average_precision,average_precision_at_iou_50,dataset
STAPLE,0145_mask.png,train,5,0.8989392800467719,0.5807188153266907,0.8387096524238586,PV_in_HC
STAPLE,0148_mask.png,train,1,0.8092586146884789,0.4636859893798828,0.7058823704719543,PV_in_HC
STAPLE,0148_mask.png,train,2,0.8619989558559081,0.5957623720169067,0.8888888955116272,PV_in_HC
STAPLE,0148_mask.png,train,3,0.9018414401403002,0.6956701874732971,0.9444444179534912,PV_in_HC
STAPLE,0148_mask.png,train,4,0.8380453326834024,0.5490196943283081,0.7647058963775635,PV_in_HC
STAPLE,0148_mask.png,train,5,0.8781278962001853,0.6119664907455444,0.8235294222831726,PV_in_HC
STAPLE,0149_mask.png,train,1,0.7223773434383726,0.4342857301235199,0.6000000238418579,PV_in_HC
STAPLE,0149_mask.png,train,2,0.8582662422767272,0.5361111164093018,1.0,PV_in_HC
STAPLE,0149_mask.png,train,3,0.883736014269499,0.6504761576652527,0.8333333134651184,PV_in_HC
STAPLE,0149_mask.png,train,4,0.8558456299659478,0.59333336353302,0.8333333134651184,PV_in_HC
STAPLE,0149_mask.png,train,5,0.9345365053322395,0.7583333253860474,1.0,PV_in_HC
