dataset,method,comparison,repetition_a,repetition_a_name,repetition_b,repetition_b_name,idx,threshold,average_precision
PV_in_HC,nnunet,1,1,1,3,3,1283,0.7,0.85714287
PV_in_HC,nnunet,1,1,1,3,3,1283,0.75,0.85714287
PV_in_HC,nnunet,1,1,1,3,3,1283,0.8,0.85714287
PV_in_HC,nnunet,1,1,1,3,3,1283,0.85,0.625
PV_in_HC,nnunet,1,1,1,3,3,1283,0.8999999999999999,0.625
PV_in_HC,nnunet,1,1,1,3,3,1283,0.95,0.625
PV_in_HC,nnunet,1,1,1,3,3,1377,0.5,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.55,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.6,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.65,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.7,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.75,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.8,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.85,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.8999999999999999,0.96428573
PV_in_HC,nnunet,1,1,1,3,3,1377,0.95,0.8333333
PV_in_HC,nnunet,2,2,2,3,3,1608,0.5,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.55,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.6,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.65,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.7,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.75,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.8,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.85,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.8999999999999999,1.0
PV_in_HC,nnunet,2,2,2,3,3,1608,0.95,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.5,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.55,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.6,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.65,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.7,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.75,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.8,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.85,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.8999999999999999,1.0
PV_in_HC,nnunet,2,2,2,3,3,1582,0.95,0.84
PV_in_HC,nnunet,2,2,2,3,3,1444,0.5,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.55,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.6,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.65,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.7,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.75,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.8,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.85,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.8999999999999999,1.0
PV_in_HC,nnunet,2,2,2,3,3,1444,0.95,0.90909094
PV_in_HC,nnunet,2,2,2,3,3,1599,0.5,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.55,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.6,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.65,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.7,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.75,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.8,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.85,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.8999999999999999,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1599,0.95,0.94736844
PV_in_HC,nnunet,2,2,2,3,3,1418,0.5,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.55,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.6,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.65,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.7,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.75,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.8,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.85,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.8999999999999999,0.9444444
PV_in_HC,nnunet,2,2,2,3,3,1418,0.95,0.8918919
PV_in_HC,nnunet,2,2,2,3,3,1385,0.5,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.55,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.6,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.65,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.7,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.75,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.8,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.85,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.8999999999999999,1.0
PV_in_HC,nnunet,2,2,2,3,3,1385,0.95,1.0
PV_in_HC,nnunet,2,2,2,3,3,1237,0.5,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.55,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.6,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.65,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.7,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.75,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.8,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.85,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.8999999999999999,0.875
PV_in_HC,nnunet,2,2,2,3,3,1237,0.95,0.875
PV_in_HC,nnunet,2,2,2,3,3,1283,0.5,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.55,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.6,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.65,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.7,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.75,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.8,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.85,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.8999999999999999,0.85714287
PV_in_HC,nnunet,2,2,2,3,3,1283,0.95,0.625
PV_in_HC,nnunet,2,2,2,3,3,1377,0.5,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.55,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.6,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.65,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.7,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.75,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.8,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.85,1.0
PV_in_HC,nnunet,2,2,2,3,3,1377,0.8999999999999999,0.9285714
PV_in_HC,nnunet,2,2,2,3,3,1377,0.95,0.86206895
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.5,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.55,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.6,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.65,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.7,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.75,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.8,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.85,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.8999999999999999,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1237,0.95,0.85714287
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.5,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.55,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.6,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.65,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.7,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.75,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.8,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.85,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.8999999999999999,0.90909094
PV_in_HC,deepflash2,0,1,1,2,2,1444,0.95,0.82608694
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.5,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.55,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.6,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.65,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.7,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.75,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.8,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.85,0.9459459
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.8999999999999999,0.9459459
PV_in_HC,deepflash2,0,1,1,2,2,1418,0.95,0.9459459
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.5,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.55,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.6,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.65,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.7,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.75,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.8,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.85,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.8999999999999999,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1283,0.95,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.5,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.55,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.6,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.65,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.7,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.75,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.8,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.85,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.8999999999999999,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1599,0.95,0.95
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.5,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.55,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.6,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.65,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.7,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.75,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.8,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.85,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.8999999999999999,0.9375
PV_in_HC,deepflash2,0,1,1,2,2,1377,0.95,0.7222222
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.5,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.55,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.6,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.65,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.7,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.75,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.8,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.85,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.8999999999999999,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1582,0.95,0.95652175
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.5,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.55,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.6,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.65,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.7,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.75,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.8,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.85,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.8999999999999999,1.0
PV_in_HC,deepflash2,0,1,1,2,2,1385,0.95,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.5,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.55,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.6,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.65,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.7,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.75,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.8,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.85,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.8999999999999999,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1237,0.95,0.5555556
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.5,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.55,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.6,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.65,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.7,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.75,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.8,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.85,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.8999999999999999,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1444,0.95,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.5,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.55,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.6,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.65,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.7,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.75,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.8,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.85,0.9459459
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.8999999999999999,0.9459459
PV_in_HC,deepflash2,1,1,1,3,3,1418,0.95,0.8947368
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.5,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.55,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.6,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.65,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.7,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.75,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.8,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.85,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.8999999999999999,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1283,0.95,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.5,0.95238096
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.55,0.95238096
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.6,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.65,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.7,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.75,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.8,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.85,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.8999999999999999,0.7826087
PV_in_HC,deepflash2,1,1,1,3,3,1599,0.95,0.7083333
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.5,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.55,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.6,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.65,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.7,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.75,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.8,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.85,0.9677419
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.8999999999999999,0.90625
PV_in_HC,deepflash2,1,1,1,3,3,1377,0.95,0.74285716
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.5,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.55,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.6,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.65,1.0
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.7,0.9166667
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.75,0.9166667
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.8,0.9166667
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.85,0.9166667
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.8999999999999999,0.9166667
PV_in_HC,deepflash2,1,1,1,3,3,1582,0.95,0.84
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.5,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.55,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.6,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.65,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.7,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.75,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.8,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.85,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.8999999999999999,0.75
PV_in_HC,deepflash2,1,1,1,3,3,1385,0.95,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.5,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.55,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.6,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.65,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.7,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.75,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.8,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.85,0.85714287
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.8999999999999999,0.625
PV_in_HC,deepflash2,2,2,2,3,3,1237,0.95,0.625
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.5,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.55,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.6,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.65,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.7,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.75,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.8,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.85,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.8999999999999999,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1582,0.95,0.95652175
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.5,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.55,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.6,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.65,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.7,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.75,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.8,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.85,0.9677419
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.8999999999999999,0.90625
PV_in_HC,deepflash2,2,2,2,3,3,1377,0.95,0.7941176
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.5,0.9047619
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.55,0.9047619
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.6,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.65,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.7,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.75,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.8,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.85,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.8999999999999999,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1599,0.95,0.8181818
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.5,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.55,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.6,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.65,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.7,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.75,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.8,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.85,0.90909094
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.8999999999999999,0.90909094
PV_in_HC,deepflash2,2,2,2,3,3,1444,0.95,0.90909094
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.5,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.55,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.6,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.65,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.7,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.75,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.8,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.85,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.8999999999999999,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1385,0.95,0.75
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.5,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.55,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.6,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.65,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.7,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.75,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.8,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.85,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.8999999999999999,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1418,0.95,0.8947368
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.5,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.55,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.6,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.65,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.7,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.75,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.8,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.85,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.8999999999999999,1.0
PV_in_HC,deepflash2,2,2,2,3,3,1283,0.95,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.5,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.55,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.6,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.65,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.7,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.75,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.8,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.85,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.8999999999999999,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1608,0.95,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.5,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.55,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.6,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.65,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.7,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.75,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.8,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.85,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.8999999999999999,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1582,0.95,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.5,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.55,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.6,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.65,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.7,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.75,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.8,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.85,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.8999999999999999,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1444,0.95,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1599,0.5,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1599,0.55,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1599,0.6,1.0
cFOS_in_HC,cellpose,0,1,cyto2,2,cyto2,1599,0.65,1.0
