method,file,subset,exp,threshold,ap,dataset
STAPLE,2375-0_mask.png,test,1,0.5,0.24390244,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.55,0.24390244,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.6,0.1590909,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.65,0.10869565,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.7,0.08510638,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.75,0.0625,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.8,0.040816326,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.85,0.02,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2375-0_mask.png,test,1,0.95,0.0,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.5,0.42857143,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.55,0.42857143,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.6,0.36363637,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.65,0.3043478,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.7,0.3043478,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.75,0.2,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.8,0.15384616,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.85,0.11111111,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.8999999999999999,0.071428575,GFAP_in_HC
STAPLE,2375-0_mask.png,test,2,0.95,0.071428575,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.5,0.41666666,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.55,0.3783784,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.6,0.3783784,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.65,0.34210527,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.7,0.34210527,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.75,0.275,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.8,0.10869565,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.85,0.0625,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.8999999999999999,0.02,GFAP_in_HC
STAPLE,2375-0_mask.png,test,3,0.95,0.0,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.5,0.42857143,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.55,0.42857143,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.6,0.36363637,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.65,0.33333334,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.7,0.27659574,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.75,0.25,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.8,0.071428575,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.85,0.03448276,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2375-1_mask.png,test,1,0.95,0.0,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.5,0.3548387,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.55,0.33333334,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.6,0.33333334,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.65,0.33333334,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.7,0.2923077,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.75,0.27272728,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.8,0.2,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.85,0.12,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.8999999999999999,0.09090909,GFAP_in_HC
STAPLE,2375-1_mask.png,test,2,0.95,0.09090909,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.5,0.47619048,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.55,0.44186047,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.6,0.44186047,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.65,0.37777779,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.7,0.31914893,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.75,0.21568628,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.8,0.10714286,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.85,0.06896552,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.8999999999999999,0.033333335,GFAP_in_HC
STAPLE,2375-1_mask.png,test,3,0.95,0.033333335,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.5,0.4516129,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.55,0.40625,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.6,0.40625,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.65,0.32352942,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.7,0.25,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.75,0.21621622,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.8,0.09756097,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.85,0.022727273,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2376-2_mask.png,test,1,0.95,0.0,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.5,0.5882353,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.55,0.54285717,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.6,0.54285717,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.65,0.54285717,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.7,0.54285717,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.75,0.5,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.8,0.42105263,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.85,0.2857143,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.8999999999999999,0.22727273,GFAP_in_HC
STAPLE,2376-2_mask.png,test,2,0.95,0.14893617,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.5,0.4827586,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.55,0.4827586,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.6,0.38709676,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.65,0.34375,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.7,0.2647059,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.75,0.16216215,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.8,0.102564104,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.85,0.048780486,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2376-2_mask.png,test,3,0.95,0.0,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.5,0.4,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.55,0.3243243,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.6,0.25641027,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.65,0.225,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.7,0.16666667,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.75,0.08888889,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.8,0.04255319,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.85,0.04255319,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.8999999999999999,0.020833334,GFAP_in_HC
STAPLE,2376-3_mask.png,test,1,0.95,0.020833334,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.5,0.4390244,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.55,0.4390244,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.6,0.4047619,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.65,0.4047619,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.7,0.4047619,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.75,0.3409091,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.8,0.20408164,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.85,0.11320755,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.8999999999999999,0.07272727,GFAP_in_HC
STAPLE,2376-3_mask.png,test,2,0.95,0.05357143,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.5,0.3611111,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.55,0.3243243,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.6,0.28947368,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.65,0.28947368,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.7,0.28947368,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.75,0.25641027,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.8,0.225,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.85,0.04255319,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.8999999999999999,0.04255319,GFAP_in_HC
STAPLE,2376-3_mask.png,test,3,0.95,0.0,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.5,0.5625,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.55,0.5151515,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.6,0.3888889,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.65,0.2195122,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.7,0.13636364,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.75,0.11111111,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.8,0.08695652,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.85,0.041666668,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.8999999999999999,0.041666668,GFAP_in_HC
STAPLE,2377-0_mask.png,test,1,0.95,0.041666668,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.5,0.53488374,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.55,0.5,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.6,0.5,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.65,0.46666667,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.7,0.40425533,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.75,0.375,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.8,0.2,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.85,0.118644066,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.8999999999999999,0.06451613,GFAP_in_HC
STAPLE,2377-0_mask.png,test,2,0.95,0.06451613,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.5,0.59375,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.55,0.54545456,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.6,0.5,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.65,0.45714286,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.7,0.41666666,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.75,0.30769232,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.8,0.18604651,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.85,0.10869565,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2377-0_mask.png,test,3,0.95,0.0,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.5,0.5681818,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.55,0.53333336,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.6,0.4375,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.65,0.38,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.7,0.3018868,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.75,0.23214285,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.8,0.15,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.85,0.029850746,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.8999999999999999,0.014705882,GFAP_in_HC
STAPLE,2377-2_mask.png,test,1,0.95,0.014705882,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.5,0.5319149,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.55,0.5319149,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.6,0.5319149,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.65,0.46938777,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.7,0.4117647,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.75,0.3090909,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.8,0.14285715,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.85,0.04347826,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.8999999999999999,0.014084507,GFAP_in_HC
STAPLE,2377-2_mask.png,test,2,0.95,0.014084507,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.5,0.61904764,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.55,0.5813953,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.6,0.54545456,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.65,0.54545456,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.7,0.51111114,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.75,0.44680852,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.8,0.30769232,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.85,0.114754096,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.8999999999999999,0.030303031,GFAP_in_HC
STAPLE,2377-2_mask.png,test,3,0.95,0.014925373,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.5,0.12307692,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.55,0.073529415,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.6,0.042857144,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.65,0.013888889,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.7,0.013888889,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.75,0.013888889,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.8,0.0,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.85,0.0,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2378-2_mask.png,test,1,0.95,0.0,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.5,0.375,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.55,0.35384616,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.6,0.29411766,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.65,0.23943663,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.7,0.22222222,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.75,0.17333333,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.8,0.11392405,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.85,0.1,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.8999999999999999,0.1,GFAP_in_HC
STAPLE,2378-2_mask.png,test,2,0.95,0.086419754,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.5,0.45,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.55,0.45,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.6,0.4262295,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.65,0.4262295,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.7,0.4032258,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.75,0.3809524,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.8,0.33846155,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.85,0.17567568,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.8999999999999999,0.12987013,GFAP_in_HC
STAPLE,2378-2_mask.png,test,3,0.95,0.115384616,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.5,0.20454545,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.55,0.20454545,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.6,0.12765957,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.65,0.12765957,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.7,0.08163265,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.75,0.08163265,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.8,0.039215688,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.85,0.039215688,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.8999999999999999,0.039215688,GFAP_in_HC
STAPLE,2378-3_mask.png,test,1,0.95,0.01923077,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.5,0.44117647,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.55,0.4,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.6,0.4,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.65,0.3611111,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.7,0.3611111,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.75,0.3243243,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.8,0.16666667,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.85,0.11363637,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.8999999999999999,0.08888889,GFAP_in_HC
STAPLE,2378-3_mask.png,test,2,0.95,0.04255319,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.5,0.5294118,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.55,0.4054054,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.6,0.36842105,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.65,0.36842105,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.7,0.33333334,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.75,0.3,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.8,0.23809524,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.85,0.18181819,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.8999999999999999,0.10638298,GFAP_in_HC
STAPLE,2378-3_mask.png,test,3,0.95,0.083333336,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.5,0.22033899,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.55,0.2,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.6,0.125,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.65,0.10769231,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.7,0.05882353,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.75,0.028571429,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.8,0.028571429,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.85,0.014084507,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.8999999999999999,0.014084507,GFAP_in_HC
STAPLE,2375-2_mask.png,train,1,0.95,0.014084507,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.5,0.43589744,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.55,0.43589744,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.6,0.4,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.65,0.36585367,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.7,0.36585367,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.75,0.31764707,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.8,0.25842696,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.85,0.23076923,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.8999999999999999,0.16666667,GFAP_in_HC
STAPLE,2375-2_mask.png,train,2,0.95,0.16666667,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.5,0.1971831,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.55,0.18055555,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.6,0.18055555,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.65,0.14864865,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.7,0.14864865,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.75,0.118421055,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.8,0.103896104,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.85,0.0625,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.8999999999999999,0.049382716,GFAP_in_HC
STAPLE,2375-2_mask.png,train,3,0.95,0.036585364,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.5,0.18644068,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.55,0.16666667,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.6,0.16666667,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.65,0.16666667,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.7,0.12903225,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.75,0.11111111,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.8,0.07692308,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.85,0.029411765,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2375-3_mask.png,train,1,0.95,0.0,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.5,0.35526314,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.55,0.35526314,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.6,0.32051283,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.65,0.30379745,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.7,0.30379745,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.75,0.24096386,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.8,0.19767442,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.85,0.11956522,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.8999999999999999,0.095744684,GFAP_in_HC
STAPLE,2375-3_mask.png,train,2,0.95,0.095744684,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.5,0.3653846,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.55,0.3653846,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.6,0.33962265,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.65,0.33962265,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.7,0.29090908,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.75,0.26785713,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.8,0.14516129,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.85,0.07575758,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.8999999999999999,0.04411765,GFAP_in_HC
STAPLE,2375-3_mask.png,train,3,0.95,0.04411765,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.5,0.475,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.55,0.4390244,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.6,0.4390244,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.65,0.3409091,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.7,0.13461539,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.75,0.09259259,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.8,0.03508772,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.85,0.0,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2376-0_mask.png,train,1,0.95,0.0,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.5,0.5,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.55,0.5,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.6,0.5,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.65,0.46666667,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.7,0.40425533,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.75,0.32,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.8,0.24528302,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.85,0.15789473,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.8999999999999999,0.08196721,GFAP_in_HC
STAPLE,2376-0_mask.png,train,2,0.95,0.06451613,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.5,0.61538464,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.55,0.575,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.6,0.5365854,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.65,0.5,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.7,0.4651163,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.75,0.36956522,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.8,0.26,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.85,0.14545454,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.8999999999999999,0.06779661,GFAP_in_HC
STAPLE,2376-0_mask.png,train,3,0.95,0.032786883,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.5,0.4,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.55,0.3548387,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.6,0.3548387,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.65,0.3548387,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.7,0.3125,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.75,0.2,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.8,0.07692308,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.85,0.05,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.8999999999999999,0.0,GFAP_in_HC
STAPLE,2376-1_mask.png,train,1,0.95,0.0,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.5,0.46153846,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.55,0.3902439,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.6,0.3902439,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.65,0.35714287,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.7,0.3255814,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.75,0.3255814,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.8,0.23913044,GFAP_in_HC
STAPLE,2376-1_mask.png,train,2,0.85,0.11764706,GFAP_in_HC
