method,file,subset,exp,threshold,ap,dataset
STAPLE,0078_mask.png,train,2,0.5,0.7832168,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.55,0.7346939,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.6,0.67763156,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.65,0.6037736,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.7,0.5,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.75,0.34210527,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.8,0.26237625,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.85,0.1971831,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.8999999999999999,0.11353712,cFOS_in_HC
STAPLE,0078_mask.png,train,2,0.95,0.036585364,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.5,0.7133333,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.55,0.6474359,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.6,0.58641976,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.65,0.52071005,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.7,0.42777777,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.75,0.32474226,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.8,0.20657277,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.85,0.12227074,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.8999999999999999,0.04048583,cFOS_in_HC
STAPLE,0078_mask.png,train,3,0.95,0.015810277,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.5,0.69871795,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.55,0.63580245,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.6,0.57738096,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.65,0.5588235,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.7,0.48044693,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.75,0.44808742,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.8,0.35204083,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.85,0.22119816,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.8999999999999999,0.12765957,cFOS_in_HC
STAPLE,0078_mask.png,train,4,0.95,0.07723577,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.5,0.6797386,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.55,0.65806454,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.6,0.6474359,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.65,0.5766871,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.7,0.48554912,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.75,0.39673913,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.8,0.2979798,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.85,0.17351598,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.8999999999999999,0.0982906,cFOS_in_HC
STAPLE,0078_mask.png,train,5,0.95,0.032128513,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.5,0.47191012,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.55,0.45555556,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.6,0.43956044,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.65,0.40860215,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.7,0.37894738,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.75,0.35051546,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.8,0.2596154,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.85,0.19090909,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.8999999999999999,0.11965812,cFOS_in_HC
STAPLE,0082_mask.png,train,1,0.95,0.05645161,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.5,0.8333333,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.55,0.8333333,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.6,0.7425743,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.65,0.6761905,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.7,0.5714286,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.75,0.43089432,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.8,0.2753623,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.85,0.12820514,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.8999999999999999,0.07317073,cFOS_in_HC
STAPLE,0082_mask.png,train,2,0.95,0.029239766,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.5,0.9101124,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.55,0.9101124,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.6,0.827957,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.65,0.7525773,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.7,0.7,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.75,0.50442475,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.8,0.36,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.85,0.18881118,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.8999999999999999,0.09677419,cFOS_in_HC
STAPLE,0082_mask.png,train,3,0.95,0.049382716,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.5,0.8131868,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.55,0.79347825,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.6,0.79347825,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.65,0.7368421,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.7,0.61764705,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.75,0.460177,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.8,0.33064517,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.85,0.22222222,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.8999999999999999,0.11486486,cFOS_in_HC
STAPLE,0082_mask.png,train,4,0.95,0.024844721,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.5,0.7916667,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.55,0.75510204,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.6,0.7373737,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.65,0.63809526,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.7,0.5495495,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.75,0.43333334,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.8,0.3030303,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.85,0.19444445,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.8999999999999999,0.08176101,cFOS_in_HC
STAPLE,0082_mask.png,train,5,0.95,0.029940119,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.5,0.33497536,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.55,0.30917874,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.6,0.26635513,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.65,0.21524663,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.7,0.18859649,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.75,0.13865547,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.8,0.10612245,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.85,0.06692913,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.8999999999999999,0.03041825,cFOS_in_HC
STAPLE,0089_mask.png,train,1,0.95,0.0037037036,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.5,0.5421687,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.55,0.5,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.6,0.43820226,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.65,0.37634408,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.7,0.31958762,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.75,0.22292994,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.8,0.16363636,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.85,0.09714286,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.8999999999999999,0.04347826,cFOS_in_HC
STAPLE,0089_mask.png,train,2,0.95,0.010526316,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.5,0.50627613,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.55,0.43426296,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.6,0.4007782,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.65,0.3432836,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.7,0.26760563,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.75,0.1764706,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.8,0.10429448,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.85,0.084337346,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.8999999999999999,0.040462427,cFOS_in_HC
STAPLE,0089_mask.png,train,3,0.95,0.014084507,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.5,0.6064815,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.55,0.54910713,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.6,0.5219298,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.65,0.48290598,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.7,0.43983403,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.75,0.34496123,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.8,0.2437276,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.85,0.1802721,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.8999999999999999,0.10509554,cFOS_in_HC
STAPLE,0089_mask.png,train,4,0.95,0.042042043,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.5,0.5904762,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.55,0.5391705,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.6,0.45217392,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.65,0.38016528,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.7,0.3046875,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.75,0.2416357,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.8,0.18021202,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.85,0.098684214,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.8999999999999999,0.056962024,cFOS_in_HC
STAPLE,0089_mask.png,train,5,0.95,0.021406727,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.5,0.36842105,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.55,0.35416666,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.6,0.3131313,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.65,0.28712872,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.7,0.27450982,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.75,0.27450982,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.8,0.2264151,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.85,0.15044248,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.8999999999999999,0.05691057,cFOS_in_HC
STAPLE,0091_mask.png,train,1,0.95,0.015625,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.5,0.73636365,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.55,0.6902655,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.6,0.6465517,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.65,0.5785124,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.7,0.46923077,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.75,0.4148148,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.8,0.2818792,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.85,0.17901234,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.8999999999999999,0.08522727,cFOS_in_HC
STAPLE,0091_mask.png,train,2,0.95,0.038043477,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.5,0.6666667,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.55,0.5948276,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.6,0.5546219,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.65,0.48,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.7,0.41221374,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.75,0.34057972,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.8,0.26712328,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.85,0.17834395,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.8999999999999999,0.09467456,cFOS_in_HC
STAPLE,0091_mask.png,train,3,0.95,0.033519555,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.5,0.71428573,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.55,0.69911504,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.6,0.62711865,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.65,0.5609756,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.7,0.5,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.75,0.3617021,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.8,0.2972973,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.85,0.19254659,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.8999999999999999,0.07865169,cFOS_in_HC
STAPLE,0091_mask.png,train,4,0.95,0.015873017,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.5,0.70642203,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.55,0.66071427,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.6,0.6460177,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.65,0.6034483,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.7,0.5371901,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.75,0.41984734,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.8,0.25675675,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.85,0.1625,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.8999999999999999,0.0877193,cFOS_in_HC
STAPLE,0091_mask.png,train,5,0.95,0.027624309,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.5,0.33936653,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.55,0.32142857,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.6,0.30396476,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.65,0.29257643,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.7,0.24369748,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.75,0.20325203,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.8,0.129771,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.85,0.06859206,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.8999999999999999,0.04225352,cFOS_in_HC
STAPLE,0092_mask.png,train,1,0.95,0.024221454,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.5,0.43034056,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.55,0.40853658,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.6,0.39156628,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.65,0.3314121,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.7,0.2762431,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.75,0.19379845,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.8,0.13513513,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.85,0.09738717,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.8999999999999999,0.04288939,cFOS_in_HC
STAPLE,0092_mask.png,train,2,0.95,0.01986755,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.5,0.43703705,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.55,0.4057971,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.6,0.35664335,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.65,0.30639732,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.7,0.24358974,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.75,0.19018404,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.8,0.10541311,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.85,0.06010929,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.8999999999999999,0.031914894,cFOS_in_HC
STAPLE,0092_mask.png,train,3,0.95,0.010416667,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.5,0.4351145,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.55,0.4082397,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.6,0.38235295,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.65,0.33333334,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.7,0.29655173,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.75,0.22875817,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.8,0.17133956,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.85,0.093023255,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.8999999999999999,0.05322129,cFOS_in_HC
STAPLE,0092_mask.png,train,4,0.95,0.016216217,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.5,0.45714286,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.55,0.41666666,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.6,0.3877551,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.65,0.33770493,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.7,0.27899686,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.75,0.2326284,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.8,0.19298245,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.85,0.1301939,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.8999999999999999,0.070866145,cFOS_in_HC
STAPLE,0092_mask.png,train,5,0.95,0.02255639,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.5,0.3821138,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.55,0.36,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.6,0.30769232,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.65,0.2781955,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.7,0.25,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.75,0.24087591,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.8,0.20567375,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.85,0.16438356,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.8999999999999999,0.103896104,cFOS_in_HC
STAPLE,0093_mask.png,train,1,0.95,0.030303031,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.5,0.5714286,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.55,0.5449438,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.6,0.5027322,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.65,0.47058824,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.7,0.41752577,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.75,0.3546798,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.8,0.20614035,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.85,0.12704918,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.8999999999999999,0.07003891,cFOS_in_HC
STAPLE,0093_mask.png,train,2,0.95,0.026119404,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.5,0.7185185,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.55,0.66906476,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.6,0.63380283,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.65,0.5675676,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.7,0.4967742,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.75,0.3647059,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.8,0.30337077,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.85,0.14285715,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.8999999999999999,0.05936073,cFOS_in_HC
STAPLE,0093_mask.png,train,3,0.95,0.008695652,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.5,0.76153845,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.55,0.7218045,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.6,0.67153287,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.65,0.6241135,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.7,0.53691274,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.75,0.5065789,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.8,0.40490797,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.85,0.23783784,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.8999999999999999,0.12807882,cFOS_in_HC
STAPLE,0093_mask.png,train,4,0.95,0.060185187,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.5,0.6447368,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.55,0.5923567,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.6,0.55279505,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.65,0.5337423,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.7,0.44508672,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.75,0.37362638,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.8,0.32978722,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.85,0.23152709,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.8999999999999999,0.11111111,cFOS_in_HC
STAPLE,0093_mask.png,train,5,0.95,0.0373444,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.5,0.44036698,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.55,0.44036698,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.6,0.38938054,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.65,0.31932774,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.7,0.29752067,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.75,0.256,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.8,0.2265625,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.85,0.1459854,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.8999999999999999,0.053691275,cFOS_in_HC
STAPLE,0094_mask.png,train,1,0.95,0.019480519,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.5,0.7804878,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.55,0.6976744,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.6,0.63432837,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.65,0.6102941,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.7,0.5103448,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.75,0.40384614,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.8,0.23728813,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.85,0.140625,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.8999999999999999,0.052884616,cFOS_in_HC
STAPLE,0094_mask.png,train,2,0.95,0.00921659,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.5,0.8495575,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.55,0.8495575,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.6,0.7863248,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.65,0.7416667,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.7,0.5714286,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.75,0.4217687,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.8,0.29813665,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.85,0.18079096,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.8999999999999999,0.055555556,cFOS_in_HC
STAPLE,0094_mask.png,train,3,0.95,0.019512195,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.5,0.8442623,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.55,0.8145161,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.6,0.74418604,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.65,0.7307692,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.7,0.6423358,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.75,0.58450705,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.8,0.49006623,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.85,0.32352942,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.8999999999999999,0.15979381,cFOS_in_HC
STAPLE,0094_mask.png,train,4,0.95,0.046511628,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.5,0.875,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.55,0.82608694,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.6,0.7948718,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.65,0.72131145,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.7,0.60305345,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.75,0.46853146,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.8,0.34615386,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.85,0.26506025,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.8999999999999999,0.122994654,cFOS_in_HC
STAPLE,0094_mask.png,train,5,0.95,0.03960396,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.5,0.4090909,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.55,0.37777779,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.6,0.3478261,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.65,0.30526316,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.7,0.29166666,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.75,0.2783505,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.8,0.18095239,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.85,0.13761468,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.8999999999999999,0.05982906,cFOS_in_HC
STAPLE,0096_mask.png,train,1,0.95,0.016393442,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.5,0.70434785,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.55,0.6896552,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.6,0.6198347,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.65,0.53125,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.7,0.46268657,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.75,0.3611111,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.8,0.26451612,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.85,0.18787879,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.8999999999999999,0.08888889,cFOS_in_HC
STAPLE,0096_mask.png,train,2,0.95,0.02617801,cFOS_in_HC
STAPLE,0096_mask.png,train,3,0.5,0.75555557,cFOS_in_HC
STAPLE,0096_mask.png,train,3,0.55,0.75555557,cFOS_in_HC
STAPLE,0096_mask.png,train,3,0.6,0.7173913,cFOS_in_HC
